"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"Suresh Channabasappa Angadi","Elected","18/05/2009","In office","Karnataka","Belgaum","Bharatiya Janata Party","Male","Graduate","B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",57,20,0,257,"75%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",14.4,0.2,243,"70%",16.1575477540319,74.7748688832476,-74.7748688832476
"Suresh Kalmadi","Elected","18/05/2009","In office","Maharashtra","Pune","Indian National Congress","Male","Graduate","B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad",68,1,0,89,"43%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",21,1.2,354,"74%",18.6434965742597,74.2430615271017,-74.2430615271017
"Suresh Kashinath Taware","Elected","18/05/2009","In office","Maharashtra","Bhiwandi","Indian National Congress","Male","Graduate","B.Com; Educated at B.N.N. College, Bhiwandi",52,10,0,129,"86%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",21,1.2,354,"74%",26.3496350018923,78.6771570946227,-78.6771570946227
"Suresh Kodikunnil","Elected","18/05/2009","In office","Kerala","Mavelikkara","Indian National Congress","Male","Graduate","B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",50,65,4,669,"82%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",50.6,1.1,299,"84%",26.0379946966864,83.5526322273334,-83.5526322273334
"Suresh Kumar Shetkar","Elected","18/05/2009","In office","Andhra Pradesh","Zahirabad","Indian National Congress","Male","Graduate","B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra",52,17,0,567,"76%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",15.2,0.4,257,"70%",20.0638892867973,78.2184723916635,-78.2184723916635
"Sushil Kumar Sambhajirao Shinde","Elected","18/05/2009","In office","Maharashtra","Solapur","Indian National Congress","Male","Graduate","B.A. (Hons.), LL.B.; Educated at Sangameshwar and Dayanand College, Solapur, Shivaji University, Kolhapur and New Law College, Mumbai University , Maharashtra",71,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",17.8341569282917,75.5191695256309,-75.5191695256309
"Sushil Kumar Singh","Elected","18/05/2009","In office","Bihar","Aurangabad","Janata Dal (United)","Male","Post Graduate","M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",49,31,0,256,"76%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",20.0244115919778,75.2429987998096,-75.2429987998096
"Sushila Saroj","Elected","18/05/2009","In office","Uttar Pradesh","Mohanlalganj","Samajwadi Party","Female","Post Graduate","M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh",61,21,0,454,"88%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",30.8002201050339,75.194338997785,-75.194338997785
"Sushma Swaraj","Elected","18/05/2009","In office","Madhya Pradesh","Vidisha","Bharatiya Janata Party","Female","Graduate","B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",60,82,1,43,"94%","This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st December, 2009. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.5,0.1,174,"83%",23.8467787043448,77.7792657024603,-77.7792657024603
"Susmita Bauri","Elected","18/05/2009","In office","West Bengal","Bishnupur","Communist Party of India (Marxist)","Female","Graduate","LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal",37,25,0,33,"94%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",24.5113787822006,93.8002565126166,-93.8002565126166
"Suvendu Adhikari","Elected","18/05/2009","In office","West Bengal","Tamluk","All India Trinamool Congress","Male","Graduate","B.A. (Hons.); Educated at Contai P. K. College",41,10,0,61,"24%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",24.9774981576349,93.5517615062126,-93.5517615062126
"Syed Shahnawaz Hussain","Elected","18/05/2009","In office","Bihar","Bhagalpur","Bharatiya Janata Party","Male","Diploma Course","Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi",43,50,0,489,"93%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",25.2865146251669,87.0963437963257,-87.0963437963257
"T.K.S. Elangovan","Elected","18/05/2009","In office","Tamil Nadu","Chennai North","Dravida Munnetra Kazhagam","Male","Post Graduate","M.A. (English Literature); Educated at Pachayappa`s College, Chennai",58,39,0,15,"93%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",13.0568718394622,80.2444751347471,-80.2444751347471
"Tabassum Hasan","Elected","18/05/2009","In office","Uttar Pradesh","Kairana","Bahujan Samaj Party","Female","Matric",,41,0,0,22,"65%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",24.9746499854372,83.6123570082876,-83.6123570082876
"Takam Sanjoy","Elected","18/05/2009","In office","Arunachal Pradesh","Arunachal West","Indian National Congress","Male","Graduate","I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU) ",45,5,0,54,"67%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",12,0,40,"78%",26.2647219619905,87.3677183275931,-87.3677183275931
"Tapas Paul","Elected","18/05/2009","In office","West Bengal","Krishnanagar","All India Trinamool Congress","Male","Graduate","B.Sc. (Bio Science); Educated at Burdwan University",54,6,0,0,"67%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",16.4259172794132,80.7777401552515,-80.7777401552515
"Tarachand Bhagora","Elected","18/05/2009","In office","Rajasthan","Banswara","Indian National Congress","Male","Post Graduate","M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan",58,3,0,177,"82%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",37.1,0.8,207,"88%",23.4924440364387,74.374177478573,-74.374177478573
"Tarun Mandal","Elected","18/05/2009","In office","West Bengal","Jaynagar","Independent","Male","Graduate","M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi",53,101,0,21,"74%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.8,135,"72%",25.7943255313359,82.6058773892503,-82.6058773892503
"Tathagata Satpathy","Elected","18/05/2009","In office","Orissa","Dhenkanal","Biju Janata Dal","Male","Graduate","B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",56,26,0,254,"71%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",27.4,0.6,279,"76%",20.8352609359866,85.574478709672,-85.574478709672
"Thalikkottai Rajuthevar Baalu","Elected","18/05/2009","In office","Tamil Nadu","Sriperumbudur","Dravida Munnetra Kazhagam","Male","Graduate","B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",71,28,0,108,"82%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",34.26556507364,75.066317120808,-75.066317120808
"Thangso Baite","Elected","18/05/2009","In office","Manipur","Outer Manipur","Indian National Congress","Male","Post Graduate","M.A.",59,2,0,4,"99%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",20.5,0.5,81,"99%",18.1702873011869,76.0376719948969,-76.0376719948969
"Thirumaa Valavan Thol","Elected","18/05/2009","In office","Tamil Nadu","Chidambaram","Viduthalai Chiruthaigal Katchi","Male","Post Graduate","B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",50,25,0,16,"47%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.2,0.2,261,"73%",22.1390272544668,78.8288824180084,-78.8288824180084
"Thokchom Meinya","Elected","18/05/2009","In office","Manipur","Inner Manipur","Indian National Congress","Male","Doctorate","M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",66,39,1,158,"99%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",20.5,0.5,81,"99%",22.7113510994764,75.834422762684,-75.834422762684
"Tufani Saroj","Elected","18/05/2009","In office","Uttar Pradesh","Machhlishahr","Samajwadi Party","Male","Graduate","B.A.; Educated at Baldeo Degree College, Baragaon, Varanasi (Uttar Pradesh) ",56,42,0,236,"89%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",22.9510038081131,92.7617202020319,-92.7617202020319
"Tushar Amarsinh Chaudhary","Elected","18/05/2009","In office","Gujarat","Bardoli","Indian National Congress","Male","Graduate","M.B.B.S.; Educated at M.S. University, Baroda, Gujarat",46,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",23.4077786484118,87.6081350777633,-87.6081350777633
"Udasi Shivkumar Chanabasappa","Elected","18/05/2009","In office","Karnataka","Haveri","Bharatiya Janata Party","Male","Graduate","B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",45,47,0,122,"89%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",14.4,0.2,243,"70%",27.5562322080589,78.1916086254499,-78.1916086254499
"Uday Pratap Singh","Elected","18/05/2009","In office","Madhya Pradesh","Hoshangabad","Indian National Congress","Male","Graduate","B.Com Educated at Sagar University",48,25,0,158,"82%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.5,0.1,174,"83%",22.6012011917616,77.9520926785077,-77.9520926785077
"Uday Singh Alias Pappu Singh","Elected","18/05/2009","In office","Bihar","Purnia","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Higher Secondary; Eduated at Delhi Public School (1970) ",59,12,0,401,"73%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",25.7794576174496,87.4287932703334,-87.4287932703334
"Uma Shanker Singh","Elected","18/05/2009","In office","Bihar","Maharajganj","Rashtriya Janata Dal","Male","Inter/ Higher Secondary","Educated at D.A.V. College, Siwan, Bihar",72,14,0,107,"89%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",34.8,0.5,235,"87%",9.9358359804006,77.968039832471,-77.968039832471
"Usha Verma","Elected","18/05/2009","In office","Uttar Pradesh","Hardoi","Samajwadi Party","Female","Post Graduate","M.A. (English); Educated at S.D. Degree College and B.S.M. Degree College, Roorkee, Uttar Pradesh",49,16,0,262,"84%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",27.3358371778848,80.2580976320282,-80.2580976320282
"V. Kishore Chandra S. Deo","Elected","18/05/2009","In office","Andhra Pradesh","Araku","Indian National Congress","Male","Post Graduate","B.A. (Eco), M.A. (Political Science); Educated at Madras Christian College, Tambaram, Madras",65,2,0,0,"91%","This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,"77%",9.7,0.3,166,"70%",21.1026700826064,84.8307683570462,-84.8307683570462
"V. Narayanasamy","Elected","18/05/2009","In office","Puducherry","Puducherry","Indian National Congress","Male","Post Graduate","B.A., M.L.; Tagore Art College, Puducherry and Madras Law College, Chennai",65,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.873100740504,81.8822523690816,-81.8822523690816
"Vijay Bahadur Singh","Elected","18/05/2009","In office","Uttar Pradesh","Hamirpur","Bahujan Samaj Party","Male","Graduate","B.A., LL.B.; Educated at Allahabad University (Uttar Pradesh) ",71,59,0,135,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",33.3,0.4,178,"80%",25.7814896264188,79.8566257429576,-79.8566257429576
"Vijay Bahuguna","Elected","18/05/2009","23-07-2012","Uttarakhand","Tehri Garhwal","Indian National Congress","Male","Graduate","B.A., LLB.; Educated at Allahabad University, Uttar Pradesh",65,13,0,18,"80%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",27.3,0.6,195,"77%",36.9,4.6,69,"82%",30.4661213837406,78.5003437477282,-78.5003437477282
"Vijay Inder Singla","Elected","18/05/2009","In office","Punjab","Sangrur","Indian National Congress","Male","Graduate","B.E.; Educated at B.M.S. College of Engineering, Bangalore (Karnataka) ",40,2,0,9,"85%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",19,0.6,127,"78%",30.2078773519416,75.7305767861481,-75.7305767861481
"Vikrambhai Arjanbhai Maadam","Elected","18/05/2009","In office","Gujarat","Jamnagar","Indian National Congress","Male","Graduate","B.A. (Political Science); Educated at Saurashtra University, Jamnagar (Gujarat) ",54,8,0,679,"77%"," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,"77%",30.1,1,276,"80%",22.3125897627822,69.8003537883374,-69.8003537883374
