"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"Takam Sanjoy","Elected",18/05/2009,"In office","Arunachal Pradesh","Arunachal West","Indian National Congress","Male","Graduate","I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU) ",45,5,0,54,67%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,12,0,40,78%,26.264722,87.3677183275931,-087.367718
"Tapas Paul","Elected",18/05/2009,"In office","West Bengal","Krishnanagar","All India Trinamool Congress","Male","Graduate","B.Sc. (Bio Science); Educated at Burdwan University",54,6,0,0,67%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,16.425917,80.7777401552515,-080.777740
"Tarachand Bhagora","Elected",18/05/2009,"In office","Rajasthan","Banswara","Indian National Congress","Male","Post Graduate","M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan",58,3,0,177,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,23.492444,74.3741774785730,-074.374177
"Tarun Mandal","Elected",18/05/2009,"In office","West Bengal","Jaynagar","Independent","Male","Graduate","M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi",53,101,0,21,74%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,25.794326,82.6058773892503,-082.605877
"Tathagata Satpathy","Elected",18/05/2009,"In office","Orissa","Dhenkanal","Biju Janata Dal","Male","Graduate","B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",56,26,0,254,71%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,20.835261,85.5744787096720,-085.574479
"Thalikkottai Rajuthevar Baalu","Elected",18/05/2009,"In office","Tamil Nadu","Sriperumbudur","Dravida Munnetra Kazhagam","Male","Graduate","B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",71,28,0,108,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,34.265565,75.0663171208080,-075.066317
"Thangso Baite","Elected",18/05/2009,"In office","Manipur","Outer Manipur","Indian National Congress","Male","Post Graduate","M.A.",59,2,0,4,99%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,20.5,0.5,81,99%,18.170287,76.0376719948969,-076.037672
"Thirumaa Valavan Thol","Elected",18/05/2009,"In office","Tamil Nadu","Chidambaram","Viduthalai Chiruthaigal Katchi","Male","Post Graduate","B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",50,25,0,16,47%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,22.139027,78.8288824180084,-078.828882
"Thokchom Meinya","Elected",18/05/2009,"In office","Manipur","Inner Manipur","Indian National Congress","Male","Doctorate","M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",66,39,1,158,99%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,20.5,0.5,81,99%,22.711351,75.8344227626840,-075.834423
"Tufani Saroj","Elected",18/05/2009,"In office","Uttar Pradesh","Machhlishahr","Samajwadi Party","Male","Graduate","B.A.; Educated at Baldeo Degree College, Baragaon, Varanasi (Uttar Pradesh) ",56,42,0,236,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,22.951004,92.7617202020319,-092.761720
"Tushar Amarsinh Chaudhary","Elected",18/05/2009,"In office","Gujarat","Bardoli","Indian National Congress","Male","Graduate","M.B.B.S.; Educated at M.S. University, Baroda, Gujarat",46,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",23.407779,87.6081350777633,-087.608135
"Udasi Shivkumar Chanabasappa","Elected",18/05/2009,"In office","Karnataka","Haveri","Bharatiya Janata Party","Male","Graduate","B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",45,47,0,122,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,27.556232,78.1916086254499,-078.191609
"Uday Pratap Singh","Elected",18/05/2009,"In office","Madhya Pradesh","Hoshangabad","Indian National Congress","Male","Graduate","B.Com Educated at Sagar University",48,25,0,158,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,22.601201,77.9520926785077,-077.952093
"Uday Singh Alias Pappu Singh","Elected",18/05/2009,"In office","Bihar","Purnia","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Higher Secondary; Eduated at Delhi Public School (1970) ",59,12,0,401,73%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,25.779458,87.4287932703334,-087.428793
"Uma Shanker Singh","Elected",18/05/2009,"In office","Bihar","Maharajganj","Rashtriya Janata Dal","Male","Inter/ Higher Secondary","Educated at D.A.V. College, Siwan, Bihar",72,14,0,107,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,09.935836,77.9680398324710,-077.968040
"Usha Verma","Elected",18/05/2009,"In office","Uttar Pradesh","Hardoi","Samajwadi Party","Female","Post Graduate","M.A. (English); Educated at S.D. Degree College and B.S.M. Degree College, Roorkee, Uttar Pradesh",49,16,0,262,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.335837,80.2580976320282,-080.258098
"V. Kishore Chandra S. Deo","Elected",18/05/2009,"In office","Andhra Pradesh","Araku","Indian National Congress","Male","Post Graduate","B.A. (Eco), M.A. (Political Science); Educated at Madras Christian College, Tambaram, Madras",65,2,0,0,91%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,77%,9.7,0.3,166,70%,21.102670,84.8307683570462,-084.830768
"V. Narayanasamy","Elected",18/05/2009,"In office","Puducherry","Puducherry","Indian National Congress","Male","Post Graduate","B.A., M.L.; Tagore Art College, Puducherry and Madras Law College, Chennai",65,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.873101,81.8822523690816,-081.882252
"Vijay Bahadur Singh","Elected",18/05/2009,"In office","Uttar Pradesh","Hamirpur","Bahujan Samaj Party","Male","Graduate","B.A., LL.B.; Educated at Allahabad University (Uttar Pradesh) ",71,59,0,135,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,25.781490,79.8566257429576,-079.856626
"Vijay Bahuguna","Elected",18/05/2009,"23-07-2012","Uttarakhand","Tehri Garhwal","Indian National Congress","Male","Graduate","B.A., LLB.; Educated at Allahabad University, Uttar Pradesh",65,13,0,18,80%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",27.3,0.6,195,77%,36.9,4.6,69,82%,30.466121,78.5003437477282,-078.500344
"Vijay Inder Singla","Elected",18/05/2009,"In office","Punjab","Sangrur","Indian National Congress","Male","Graduate","B.E.; Educated at B.M.S. College of Engineering, Bangalore (Karnataka) ",40,2,0,9,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,30.207877,75.7305767861481,-075.730577
"Vikrambhai Arjanbhai Maadam","Elected",18/05/2009,"In office","Gujarat","Jamnagar","Indian National Congress","Male","Graduate","B.A. (Political Science); Educated at Saurashtra University, Jamnagar (Gujarat) ",54,8,0,679,77%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,22.312590,69.8003537883374,-069.800354
"Vilas Baburao Muttemwar","Elected",18/05/2009,"In office","Maharashtra","Nagpur","Indian National Congress","Male","Graduate","B. Com.; Educated at Nagpur University, Nagpur (Maharashtra) ",63,30,0,541,80%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,21.151653,78.9560942838987,-078.956094
"Vinay Kumar Pandey","Elected",18/05/2009,"In office","Uttar Pradesh","Shrawasti","Indian National Congress","Male","Doctorate","Ph.D. (Paleobotany), M.Sc. (Botany), PG Diploma in Comupter Science, Advanced Ratna, Certificate Course in Processing adn Cultivation of Aromatic and Medical Plants; Educated at RML University Faizabad, Uttar Pradesh (MLK, PG College, Balrampur, Uttar Pra",48,36,0,190,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.620072,81.9024989903817,-081.902499
"Vincent H Pala","Elected",18/05/2009,"In office","Meghalaya","Shillong","Indian National Congress","Male","Graduate","B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",44,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.745053,77.0756000929028,-077.075600
"Virbhadra Singh","Elected",18/05/2009,"In office","Himachal Pradesh","Mandi","Indian National Congress","Male","Post Graduate","B.A., M.A.; Educated at Bishop Cotton`s School, Shimla and St. Stephen`s College, New Delhi",78,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",31.651539,77.0060589595269,-077.006059
"Virender Kashyap","Elected",18/05/2009,"In office","Himachal Pradesh","Shimla","Bharatiya Janata Party","Male","Post Graduate","M.Sc. (Physics); Educated at Himachal Pradesh University",62,92,0,329,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,70,0.3,273,89%,31.239439,77.6530341600213,-077.653034
"Virendra Kumar","Elected",18/05/2009,"In office","Madhya Pradesh","Tikamgarh","Bharatiya Janata Party","Male","Doctorate","M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",58,145,0,160,95%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,24.997165,78.8918292654002,-078.891829
"Vishnu Deo Sai","Elected",18/05/2009,"In office","Chhattisgarh","Raigarh","Bharatiya Janata Party","Male","Inter/ Higher Secondary","Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh",48,3,0,11,58%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,9.6,0.3,120,64%,22.066546,83.3658680328578,-083.365868
"Vishwa Mohan Kumar","Elected",18/05/2009,"In office","Bihar","Supaul","Janata Dal (United)","Male","Post Graduate","M.Sc.",54,48,0,339,81%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,22.059836,84.4584306349536,-084.458431
"Vitthalbhai Hansrajbhai Radadiya","Elected",18/05/2009,"In office","Gujarat","Porbandar","Indian National Congress","Male","Graduate","B.A.",53,1,0,168,27%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,21.602569,69.7048397357388,-069.704840
"Wakchaure Bhausaheb Rajaram","Elected",18/05/2009,"In office","Maharashtra","Shirdi","Shiv Sena","Male","Graduate","B.Com., B.A., LL.B., D.L.L. & L.W., G.A.C. & A., D.E.D.; Educated at Pune University and Ahmednagar",62,18,4,587,66%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,14.056515,75.2532431481132,-075.253243
"Y. S. Jagan Mohan Reddy","Elected",13/05/2011,"In office","Andhra Pradesh","Kadapa","Yuvajana Sramika Rythu Congress Party","Male","Graduate","B.Com.",39,2,0,0,42%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",24.7,0.5,191,77%,12.9,0.2,229,70%,23.730109,69.9113463956586,-069.911346
"Yashbant Narayan Singh Laguri","Elected",18/05/2009,"In office","Orissa","Keonjhar","Biju Janata Dal","Male","Graduate","B.A.; Educated at C.S. College, Champua, Utakal University",41,23,0,525,69%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,21.588119,85.7811626263653,-085.781163
"Yashodhara Raje Scindia","Elected",18/05/2009,"In office","Madhya Pradesh","Gwalior","Bharatiya Janata Party","Female","Inter/ Higher Secondary","Senior Cambridge; Educated at Scindia Kanya Vidyalay, Gwalior (M.P.), Presentation Convent, Kodaikanal, Tamil Nadu",58,22,0,153,78%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,26.028861,78.1829655621027,-078.182966
"Yashvir Singh","Elected",18/05/2009,"In office","Uttar Pradesh","Nagina","Samajwadi Party","Male","Graduate","B.Tech. (Chemical Engg.) Ist; Educated at HBTI Kanpur, Uttar Pradesh",39,0,0,359,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.057439,74.2414958744663,-074.241496
"Yashwant Sinha","Elected",18/05/2009,"In office","Jharkhand","Hazaribagh","Bharatiya Janata Party","Male","Post Graduate","M.A.; Educated at Patna University, Bihar",74,31,0,78,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,23.892785,85.4762397111365,-085.476240
"Yogi Adityanath","Elected",18/05/2009,"In office","Uttar Pradesh","Gorakhpur","Bharatiya Janata Party","Male","Graduate","B.Sc.; Educated at H.N.B. Garhwal University, Srinagar (Uttarakhand) ",40,69,5,292,75%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,26.652333,83.3714650779467,-083.371465
